"id,""submitdate"",""lastpage"",""startlanguage"",""seed"",""startdate"",""datestamp"",""edad"",""sex"",""pais"",""tipouni"",""perfil"",""exed"",""area"",""acreedu"",""exin"",""acreinv"",""grupoinv"",""nart"",""autprin"",""njcr"",""envnohh[SQ001]"",""envnohh[SQ002]"",""envnohh[SQ005]"",""envnohh[SQ003]"",""envnohh[SQ004]"",""pubnohh"",""mot[SQ001]"",""mot[SQ002]"",""mot[SQ003]"",""mot[SQ004]"",""mot[SQ005]"",""mot[SQ006]"",""mot[SQ007]"",""mot[SQ008]"",""mot[SQ009]"",""mot[SQ010]"",""priorpub"",""util"",""pract[SQ001]"",""pract[SQ002]"",""pract[SQ003]"",""pract[SQ004]"",""pract[SQ005]"",""pract[SQ006]"",""pract[SQ007]"",""pract[SQ008]"",""pract[SQ009]"",""pract[SQ010]"",""pract[SQ011]"",""pract[SQ012]"",""pract[SQ013]"",""pract[SQ014]"",""pract[SQ015]"",""pract[SQ016]"",""pract[SQ017]"",""pract[SQ018]"",""pract[SQ019]"",""pract[SQ020]"",""pract[SQ021]"",""pract[SQ022]"",""pract[SQ023]"",""pract[SQ024]"",""pract[SQ025]"",""pract[SQ026]"",""pract[SQ027]"",""pract[SQ028]"",""malaspr[SQ001]"",""malaspr[SQ002]"",""malaspr[SQ003]"",""malaspr[SQ004]"",""malaspr[SQ005]"",""malaspr[SQ006]"",""malaspr[SQ007]"",""malaspr[SQ008]"",""malaspr[SQ009]"",""malaspr[SQ010]"",""malaspr[SQ011]"",""malaspr[SQ012]"",""malaspr[SQ013]"",""malaspr[SQ014]"",""malaspr[SQ015]"",""malaspr[SQ016]"",""malaspr[SQ017]"",""malaspr[SQ018]"",""malaspr[SQ019]"",""malaspr[SQ020]"",""malaspr[SQ021]"",""malaspr[SQ022]"",""malaspr[SQ023]"",""malaspr[SQ024]"",""malaspr[SQ025]"",""malaspr[SQ026]"",""malaspr[SQ027]"",""malaspr[SQ028]"",""otro"",""interviewtime"",""groupTime6820"",""edadTime"",""sexTime"",""paisTime"",""tipouniTime"",""perfilTime"",""exedTime"",""areaTime"",""acreeduTime"",""exinTime"",""acreinvTime"",""grupoinvTime"",""nartTime"",""autprinTime"",""njcrTime"",""groupTime7823"",""envnohhTime"",""pubnohhTime"",""motTime"",""priorpubTime"",""utilTime"",""practTime"",""malasprTime"",""otroTime""";
"23,""2022-02-09 09:45:23"",""22"",""es"",""1483012529"",""2022-02-09 09:33:47"",""2022-02-09 09:45:23"",""40"",""1"",""A20"",""A1"",""A4"",""18"","""",""1"",""15"",""1"",""1"",""28"",""19"",""8"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""A3"",""A1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""1"","""",""707.87"","""",""7.38"",""5.78"",""6.9"",""6.9"",""8.07"",""9.63"",""18.04"",""8.45"",""8.67"",""9.24"",""3.82"",""57.77"",""47.17"",""36.18"","""",""10.4"",""7.32"",""29.9"",""24.78"",""9.46"",""254.89"",""114.71"",""22.41""";
"24,""2022-02-09 09:47:50"",""22"",""es"",""962696282"",""2022-02-09 09:33:50"",""2022-02-09 09:47:50"",""29"",""1"",""A140"",""A1"",""A4"",""3"",""A5"",""1"",""4"",""1"",""1"",""9"",""4"",""8"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""1"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""850.14"","""",""9.79"",""5.29"",""10.89"",""8.29"",""7.34"",""13.05"",""23.42"",""9.03"",""7.61"",""5.53"",""4.89"",""120.66"",""39.7"",""105.98"","""",""25.81"",""10.31"",""37.68"",""28.07"",""17.42"",""345.21"",""4.61"",""9.56""";
"25,""2022-02-09 09:46:03"",""22"",""es"",""1756264312"",""2022-02-09 09:35:01"",""2022-02-09 09:46:03"",""51"",""1"",""A57"",""A1"",""A2"",""0"",""A22"",""2"",""26"",""1"",""1"",""82"",""31"",""80"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""A3"",""A2"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Las instituciones nos obligan a publicar resultados como fin de la investigación, no como medio para divulgarla. Sólo importa cuánto publicas y el índice de impacto de las revistas, no lo que se contribuye al campo. Si no publicas no consigues subvenciones, si no obtienes subvenciones no investigas, si no investigas, no publicas. Es un círculo vicioso. Alguien debería plantearse la forma de evaluar la investigación, más allá de ser meras """"fábricas de publicaciones"""""",""674.91"","""",""7.62"",""4.37"",""11.1"",""6.16"",""6.79"",""14.22"",""21.94"",""6.94"",""25.31"",""5.69"",""4.76"",""8.42"",""9.95"",""12.94"","""",""25.9"",""8.84"",""49.26"",""17.3"",""10.97"",""144.33"",""122.22"",""149.88""";
"27,""2022-02-09 09:41:45"",""22"",""es"",""1397714794"",""2022-02-09 09:35:25"",""2022-02-09 09:41:45"",""34"",""1"",""A57"",""A1"",""A3"",""7"",""A6"",""1"",""7"",""2"",""1"",""15"",""8"",""15"",""2"",""1"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""A1"",""A1"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""389.43"","""",""10.63"",""6.11"",""7.68"",""5.26"",""7.4"",""10.89"",""13.48"",""5.6"",""6.03"",""5.9"",""3.84"",""9.09"",""76.26"",""5.55"","""",""14.3"",""13.19"",""29.19"",""16.11"",""10.09"",""55.7"",""72.66"",""4.47""";
"29,""2022-02-09 09:47:31"",""22"",""es"",""1984085760"",""2022-02-09 09:35:40"",""2022-02-09 09:47:31"",""50"",""1"",""A57"",""A1"",""A3"",""21"",""A9"",""1"",""16"",""1"",""1"",""33"",""10"",""33"",""2"",""1"",""2"",""2"",""2"",""A2"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""A1"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"","""",""722.39"","""",""6.34"",""5.17"",""10.35"",""4.01"",""4.63"",""9.19"",""7.67"",""8.6"",""14.9"",""6.15"",""3.57"",""182.96"",""38.35"",""13.94"","""",""23.83"",""14.18"",""44.1"",""44.87"",""9.91"",""77.71"",""176.77"",""15.19""";
"30,""2022-02-09 09:49:51"",""22"",""es"",""439994268"",""2022-02-09 09:36:05"",""2022-02-09 09:49:51"",""42"",""0"",""A4"",""A1"",""A3"",""10"",""A4"",""1"",""15"",""1"",""1"",""36"",""12"",""36"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""A2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"","""",""837.32"","""",""9.8"",""6.15"",""11.89"",""6.21"",""9.51"",""24.85"",""21.61"",""6.78"",""38"",""4.6"",""5.73"",""251.04"",""73.01"",""22.35"","""",""27.52"",""26.83"",""22.69"",""28.27"",""16.43"",""69.95"",""145.18"",""8.92""";
"31,""2022-02-09 09:47:18"",""22"",""es"",""1919997779"",""2022-02-09 09:36:36"",""2022-02-09 09:47:18"",""38"",""1"",""A57"",""A1"",""A3"",""11"",""A10"",""1"",""11"",""1"",""1"",""81"",""27"",""47"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""A3"",""A2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""651.88"","""",""6.8"",""6.31"",""15.95"",""6.54"",""8.33"",""10.39"",""23.26"",""7.28"",""10.31"",""5.45"",""7.55"",""51.59"",""107.27"",""65.78"","""",""21.28"",""9.18"",""44.38"",""33.72"",""15.19"",""122.42"",""66.65"",""6.25""";
"32,""2022-02-09 09:46:06"",""22"",""es"",""124037546"",""2022-02-09 09:36:46"",""2022-02-09 09:46:06"",""39"",""0"",""A57"",""A1"",""A2"",""0"",""A18"",""1"",""16"",""1"",""1"",""68"",""31"",""68"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""A3"",""A2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"","""",""569.74"","""",""5.17"",""3.47"",""5.74"",""3.59"",""4.81"",""8.16"",""18.26"",""5.07"",""11.15"",""4.29"",""6.95"",""39.43"",""108.45"",""7.55"","""",""22.65"",""8.13"",""23.22"",""11.87"",""9.04"",""119.83"",""137.67"",""5.24""";
"33,""2022-02-09 09:57:33"",""22"",""es"",""184201772"",""2022-02-09 09:37:04"",""2022-02-09 09:57:33"",""31"",""1"",""A57"",""A1"",""A2"",""0"",""A12"",""2"",""3"",""2"",""1"",""6"",""2"",""6"",""2"",""1"",""2"",""2"",""1"",""A1"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""A3"",""A1"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""Me parece una muy buena batería de preguntas que abordan un problema que creo que es clave dentro del mundo de la investigación científica. La venta de humo y publicación desesperada por parte de los grupos de trabajo debido al establecimiento de requisitos de cumplimiento de publicaciones por parte de los organismos, creo que es una práctica muy extendida y de la cual no estoy de acuerdo, y que creo que hace bastante daño al sector. Enhorabuena y ánimo en esta investigación. Estoy deseando de ver los resultados. Un saludo.  "",""1240.69"","""",""6.85"",""4.86"",""10.66"",""8.22"",""11.46"",""12.91"",""8.24"",""11.95"",""7.38"",""85.45"",""6.54"",""23.02"",""65.34"",""14.19"","""",""69.53"",""19.71"",""77.72"",""71.82"",""11.06"",""213.69"",""218.17"",""281.92""";
"34,""2022-02-09 09:45:03"",""22"",""es"",""1786313193"",""2022-02-09 09:37:41"",""2022-02-09 09:45:03"",""41"",""1"",""A57"",""A1"",""A3"",""6"",""A10"",""1"",""6"",""1"",""1"",""120"",""40"",""35"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""A1"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"","""",""450.59"","""",""7.57"",""5.08"",""10.1"",""89"",""7.69"",""7.1"",""14.85"",""5.16"",""6.32"",""5.25"",""3.61"",""8.64"",""12.23"",""10.6"","""",""22.46"",""7.71"",""47.39"",""50.26"",""12.93"",""89.98"",""20.07"",""6.59""";
"35,""2022-02-09 09:50:01"",""22"",""es"",""1867946669"",""2022-02-09 09:37:47"",""2022-02-09 09:50:01"",""40"",""1"",""A10"",""A1"",""A3"",""8"",""A8"",""1"",""8"",""2"",""1"",""70"",""30"",""50"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""1"",""2"",""A1"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""Si en la evaluación de la investigación para conseguir una RyC o JdC lo más importante es el número de artículos, que estén en Q1 y ser primer autor, pues todos vamos buscando eso independientemente si la investigación aporta algo. Más vale publicar el mismo tipo de artículo aplicado a cosas diferentes (lo que se dice, """"hacer churros"""") que desarrollar líneas nuevas de investigación o estudiar cosas diferentes. LA ciencia es apasionante, pero el sistema te obliga a ser práctico."",""744.5"","""",""7.98"",""5"",""8.92"",""8.39"",""9.71"",""14.45"",""8.7"",""10.19"",""18.06"",""5.84"",""5.63"",""6.59"",""19.07"",""7.19"","""",""35.34"",""8.33"",""27.73"",""29.75"",""7.33"",""156.37"",""103.77"",""240.16""";
"36,""2022-02-09 09:48:25"",""22"",""es"",""888550697"",""2022-02-09 09:38:35"",""2022-02-09 09:48:25"",""35"",""1"",""A57"",""A1"",""A3"",""1"",""A26"",""2"",""12"",""2"",""1"",""48"",""23"",""48"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""1"",""2"",""1"",""A1"",""A2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"","""",""601.75"","""",""8.63"",""3.36"",""10.45"",""4.8"",""14.72"",""11.08"",""10.73"",""6.42"",""28.79"",""12.07"",""2.96"",""6.35"",""20.54"",""11.64"","""",""14.76"",""10.45"",""70.31"",""53.94"",""7.2"",""207.49"",""65.55"",""19.51""";
"38,""2022-02-09 09:49:36"",""22"",""es"",""2045107876"",""2022-02-09 09:39:57"",""2022-02-09 09:49:36"",""34"",""1"",""A4"",""A1"",""A2"",""0"",""A8"",""2"",""1"",""2"",""1"",""10"",""6"",""10"",""2"",""2"",""2"",""2"",""1"",""A1"",""2"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""590.87"","""",""5.6"",""4.03"",""6.81"",""5.49"",""7.96"",""9.19"",""27.6"",""6.74"",""15.57"",""4.19"",""4.19"",""55.58"",""18.49"",""7.97"","""",""22.06"",""13.61"",""34.16"",""21.74"",""6.86"",""154.59"",""151.57"",""6.87""";
"39,""2022-02-09 10:03:13"",""22"",""es"",""2016820856"",""2022-02-09 09:40:24"",""2022-02-09 10:03:13"",""28"",""1"",""A146"",""A1"",""A3"",""4"",""A8"",""1"",""5"",""1"",""1"",""23"",""12"",""21"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""A3"",""A2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Me parece muy interesante. La modificación de la hipótesis de partida me parece un tema de interés en el que nunca había pensado. Cuando realizo una investigación parto de una hipótesis que si se cumple, elaboro el artículo. Si no se cumple, pero los resultados son interesantes, acabo publicando el artículo con otro enfoque. Me acabo de dar cuenta de lo que denomino como """"otro enfoque"""", es la modificación de la hipótesis de partida. Sin embargo, aunque en algunos trabajos no veo el problema, en otros sí, ya que se distorsiona tanto la hipótesis de partida que estás omitiendo información, especialmente relacionada con el punto de partida del trabajo, y esta información puede ser importante para otros investigadores. Respecto a las prácticas habituales (por desgracia en muchos casos) en investigación, si que me gustaría destacar que no me parece lo mismo incluir al investigador principal del grupo de investigación en un trabajo sin que haya participado directamente salvo la revisión final del artículo, siempre y cuando se haya encargado de conseguir la financiación o proyecto para elaborar el trabajo. Esto hay que observarlo con detalle en cada caso, ya que para conseguir proyectos/financiación se necesita de un CV bueno a nivel del grupo, de ahí la necesidad en algunos casos de incluir a autores que han estado poco involucrados en el trabajo. Esta práctica no la considero buena, todo lo contrario, pero se ha impuesto como necesaria en el sistema. Por desgracia, si no participas en el sistema, no puedes realizar tu investigación... Perdón por semejante párrafo, pero considero el tema de gran interés, y podría estar discutiéndolo durante horas (Especialmente criticándolo). Gracias y un saludo"",""1379.64"","""",""5.44"",""4.66"",""11.05"",""4.65"",""18"",""15.92"",""17.43"",""4.72"",""22.01"",""5.4"",""3.88"",""17.3"",""194.18"",""18.99"","""",""36.78"",""12.75"",""71.84"",""29.35"",""27.96"",""223.3"",""236.4"",""397.63""";
"40,""2022-02-09 09:49:22"",""22"",""es"",""603277875"",""2022-02-09 09:41:31"",""2022-02-09 09:49:22"",""43"",""0"",""A57"",""A2"",""A2"",""0"",""A3"",""1"",""20"",""1"",""1"",""50"",""18"",""50"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""Considero malas prácticas todas las mencionadas, pero he marcado solo las que me parecen más graves. Quizá estaría bien añadir una sección sobre conoce casos en los que haya sucedido... generalmente las personas que respondemos a esto somos las que creemos que lo hacemos bien, pero sí conocemos casos que incluyen algunas de las malas prácticas mencionadas. las personas que las practican probablemente no responderán a este tipo de encuesta. Gracias por el trabajo, me parece importante. "",""483.01"","""",""6.22"",""2.74"",""7.2"",""3.57"",""4.62"",""7.6"",""8.89"",""6.22"",""6.89"",""4.37"",""3.1"",""5.94"",""55.9"",""6.85"","""",""11.51"",""6.26"",""20.03"",""18.56"",""7.89"",""83.11"",""107.92"",""97.62""";
"41,""2022-02-09 09:52:14"",""22"",""es"",""35694558"",""2022-02-09 09:41:47"",""2022-02-09 09:52:14"",""60"",""0"",""A57"",""A1"",""A2"",""0"",""A20"",""2"",""30"",""2"",""1"",""140"",""10"",""130"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""1"",""A3"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""Espero que tengais controles de sinceridad... porque nadie va a reconocer que hace cosas cuestionables, ni en una encuesta anónima. Suerte"",""636.34"","""",""10.79"",""3.98"",""8.57"",""7"",""7.06"",""8.13"",""25.71"",""7.88"",""8.7"",""12.47"",""4.23"",""9.35"",""13.9"",""10.95"","""",""20.38"",""8.12"",""36.57"",""33.69"",""13.18"",""158.45"",""154.64"",""72.59""";
"42,""2022-02-09 09:50:14"",""22"",""es"",""1126816963"",""2022-02-09 09:42:12"",""2022-02-09 09:50:14"",""56"",""0"",""A57"",""A1"",""A3"",""12"",""A10"",""2"",""10"",""2"",""1"",""10"",""4"",""3"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""A2"",""A1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""493.04"","""",""13.23"",""4.47"",""19.32"",""9.96"",""12.3"",""24.86"",""29.86"",""7.22"",""12.8"",""6.98"",""6.88"",""15.5"",""15.43"",""13.56"","""",""12.57"",""10.12"",""50.03"",""23.3"",""10.02"",""127.52"",""58.8"",""8.31""";
"43,""2022-02-09 09:53:25"",""22"",""es"",""555146560"",""2022-02-09 09:42:44"",""2022-02-09 09:53:25"",""55"",""0"",""A57"",""A1"",""A3"",""27"",""A3"",""1"",""34"",""1"",""1"",""160"",""12"",""159"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""A3"",""A2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""2"",""1"",""1"","""",""650.8"","""",""7.14"",""5.22"",""10.39"",""6.11"",""7.98"",""13.48"",""35.87"",""10.38"",""18.03"",""10.38"",""8.03"",""6.68"",""13.91"",""15.4"","""",""14.94"",""10.89"",""25.86"",""24.06"",""10.3"",""169.41"",""219.81"",""6.53""";
"44,""2022-02-09 09:51:26"",""22"",""es"",""337608658"",""2022-02-09 09:42:46"",""2022-02-09 09:51:26"",""40"",""1"",""A57"",""A2"",""A3"",""12"",""A14"",""1"",""16"",""1"",""1"",""65"",""20"",""60"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""1"",""2"",""1"",""1"",""2"",""2"",""2"",""1"",""A3"",""A2"",""2"",""2"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""2"",""1"",""2"",""1"",""1"",""2"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"",""1"","""",""530.42"","""",""8.62"",""14.8"",""21.72"",""10.11"",""10.64"",""11.75"",""22.35"",""6.61"",""24.16"",""5.77"",""6.05"",""9.18"",""22.8"",""21.71"","""",""11.3"",""13"",""44.72"",""19.5"",""6.54"",""100.99"",""133.19"",""4.91""";
"45,""2022-02-09 09:51:46"",""22"",""es"",""1956497151"",""2022-02-09 09:42:57"",""2022-02-09 09:51:46"",""53"",""1"",""A57"",""A1"",""A3"",""30"",""A11"",""1"",""30"",""1"",""1"",""60"",""25"",""26"",""1"",""2"",""2"",""2"",""2"",""A1"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""1"",""A1"",""A2"",""2"",""2"",""2"",""2"",""1"",""1"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""2"",""1"",""2"",""1"",""2"",""2"",""2"",""1"",""1"",""1"",""1"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""1"",""2"",""2"",""2"",""1"",""2"",""2"",""2"","""",""539.33"","""",""10.4"",""4.59"",""16.19"",""6.93"",""11.56"",""11.47"",""13.49"",""10.39"",""7.75"",""9.61"",""4.74"",""11.35"",""9.24"",""6.45"","""",""36.77"",""11.08"",""32.53"",""21.3"",""12.51"",""170.4"",""114.19"",""6.39""";
